favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
559,Twitter Web Client,"Go behind the scenes of #TheFinestHours with @DisneyInsider and see the film in theatres now.
https://t.co/QrUNKmlDOo",,False,Fri Jan 29 20:31:33 +0000 2016,179,693169632480366592
59,Twitter,"Imagined for Snow White, used in Sleeping Beauty: http://yfrog.com/h0bm9fp A good idea never goes to waste.",,False,Sat Apr 09 21:00:35 +0000 2011,161,56823845784530944
664,Sprinklr,Disney facts you might not have fully processed: http://t.co/wTjbiLKC96 http://t.co/7pFb4l5wUo,,False,Fri Jun 26 05:00:03 +0000 2015,241,614297046321885184
637,Sprinklr,"Your dreams will take you far. See the journey of a world champion in #QueenOfKatwe, now playing. https://t.co/5xHfqdNwQA",,False,Sat Oct 15 01:00:03 +0000 2016,110,787095659069394944
362,Twitter Media Studio,"Blast through the battle with more #RogueOne features in @starwars: Commander.
iOS: https://t.co/gbuCMo95kR
Android… https://t.co/wVAixSIF5E",,False,Fri Dec 02 02:00:03 +0000 2016,79,804505376024444928
778,Sprinklr,"""Alakazam!"" #TheSwordInTheStone http://t.co/MXDOHcMYVt",,False,Sat Aug 30 20:00:05 +0000 2014,282,505807185805574144
203,Twitter Web Client,"See conservationist Dr. M. Sanjayan go bananas for the stars of @Disneynature's #MonkeyKingdom. The film opens 4/17.
https://t.co/Id5jPE9h60",,False,Thu Mar 26 16:15:48 +0000 2015,75,581127420884848640
257,Sprinklr,The heart-pounding new trailer for The Finest Hours is here: https://t.co/UHXGxuxGcm https://t.co/glEIe9qsAG,,False,Wed Nov 11 16:00:18 +0000 2015,55,664472728720826369
377,Sprinklr,Take a breath and run toward your dreams. #McFarlandUSA is in theatres now. http://t.co/zXFPhihnd9,,False,Sat Feb 21 02:00:04 +0000 2015,142,568953269420212224
206,Twitter Web Client,“I have been up against tough competition all my life. I wouldn’t know how to get along without it.” - Walt Disney,,False,Mon May 23 17:20:59 +0000 2011,787,72713650179293184
2116,Twitter Media Studio,The tides have turned. #DisneyHalloween https://t.co/78iMqkI4xF,,False,Sun Oct 30 21:00:05 +0000 2016,671,792833477380943872
102,Sprinklr,The latest chapter of @DisneyInfinity is about to be unveiled. You can watch the webcast starting now: http://t.co/N46a1v1mCk,,False,Wed Apr 30 17:07:37 +0000 2014,46,461552463276163072
646,Sprinklr,An Ant-Man sequel is happening in 2018 (plus lots more movie news from @DisneyInsider): http://t.co/6U4yledjYe http://t.co/VetMegklXI,,False,Thu Oct 08 20:47:34 +0000 2015,264,652223833806622720
72,Disney,Discovery is often a happy accident. Go explore. http://t.co/EV9Z4ERW,,False,Sun Jun 10 21:36:16 +0000 2012,214,211934834229133313
